"power" "noise" "n_loess" "method"
1 4 13 "cor"
1 5 13 "cor"
0.998 6 13 "cor"
0.982 7 13 "cor"
0.972 8 13 "cor"
0.866 9 13 "cor"
0.768 10 13 "cor"
1 1 14 "cor"
1 2 14 "cor"
1 3 14 "cor"
0.902 4 14 "cor"
0.702 5 14 "cor"
0.486 6 14 "cor"
0.342 7 14 "cor"
0.34 8 14 "cor"
0.288 9 14 "cor"
0.198 10 14 "cor"
1 1 15 "cor"
1 2 15 "cor"
0.982 3 15 "cor"
0.77 4 15 "cor"
0.596 5 15 "cor"
0.47 6 15 "cor"
0.346 7 15 "cor"
0.242 8 15 "cor"
0.234 9 15 "cor"
0.174 10 15 "cor"
0.996 1 16 "cor"
0.944 2 16 "cor"
0.55 3 16 "cor"
0.332 4 16 "cor"
0.242 5 16 "cor"
0.152 6 16 "cor"
0.16 7 16 "cor"
0.102 8 16 "cor"
0.114 9 16 "cor"
0.07 10 16 "cor"
1 1 17 "cor"
1 2 17 "cor"
1 3 17 "cor"
1 4 17 "cor"
1 5 17 "cor"
1 6 17 "cor"
1 7 17 "cor"
0.984 8 17 "cor"
0.964 9 17 "cor"
0.896 10 17 "cor"
1 1 18 "cor"
1 2 18 "cor"
1 3 18 "cor"
1 4 18 "cor"
0.996 5 18 "cor"
0.936 6 18 "cor"
0.884 7 18 "cor"
0.712 8 18 "cor"
0.5 9 18 "cor"
0.53 10 18 "cor"
1 1 19 "cor"
1 2 19 "cor"
0.956 3 19 "cor"
0.806 4 19 "cor"
0.568 5 19 "cor"
0.372 6 19 "cor"
0.282 7 19 "cor"
0.206 8 19 "cor"
0.17 9 19 "cor"
0.166 10 19 "cor"
1 1 20 "cor"
1 2 20 "cor"
0.998 3 20 "cor"
0.93 4 20 "cor"
0.792 5 20 "cor"
0.592 6 20 "cor"
0.444 7 20 "cor"
0.336 8 20 "cor"
0.324 9 20 "cor"
0.232 10 20 "cor"
1 1 21 "cor"
1 2 21 "cor"
1 3 21 "cor"
1 4 21 "cor"
0.998 5 21 "cor"
0.988 6 21 "cor"
0.926 7 21 "cor"
0.878 8 21 "cor"
0.722 9 21 "cor"
0.596 10 21 "cor"
1 1 22 "cor"
1 2 22 "cor"
1 3 22 "cor"
0.994 4 22 "cor"
0.922 5 22 "cor"
0.84 6 22 "cor"
0.668 7 22 "cor"
0.54 8 22 "cor"
0.392 9 22 "cor"
0.376 10 22 "cor"
1 1 23 "cor"
1 2 23 "cor"
0.994 3 23 "cor"
0.926 4 23 "cor"
0.67 5 23 "cor"
0.572 6 23 "cor"
0.372 7 23 "cor"
0.324 8 23 "cor"
0.246 9 23 "cor"
0.232 10 23 "cor"
1 1 24 "cor"
1 2 24 "cor"
1 3 24 "cor"
1 4 24 "cor"
0.988 5 24 "cor"
0.928 6 24 "cor"
0.85 7 24 "cor"
0.748 8 24 "cor"
0.604 9 24 "cor"
0.416 10 24 "cor"
1 1 25 "cor"
1 2 25 "cor"
1 3 25 "cor"
1 4 25 "cor"
0.972 5 25 "cor"
0.876 6 25 "cor"
0.724 7 25 "cor"
0.656 8 25 "cor"
0.508 9 25 "cor"
0.454 10 25 "cor"
1 1 26 "cor"
1 2 26 "cor"
0.83 3 26 "cor"
0.478 4 26 "cor"
0.338 5 26 "cor"
0.198 6 26 "cor"
0.162 7 26 "cor"
0.18 8 26 "cor"
0.108 9 26 "cor"
0.124 10 26 "cor"
1 1 27 "cor"
1 2 27 "cor"
1 3 27 "cor"
1 4 27 "cor"
0.996 5 27 "cor"
0.982 6 27 "cor"
0.918 7 27 "cor"
0.822 8 27 "cor"
0.702 9 27 "cor"
0.548 10 27 "cor"
1 1 28 "cor"
1 2 28 "cor"
1 3 28 "cor"
1 4 28 "cor"
1 5 28 "cor"
0.994 6 28 "cor"
0.94 7 28 "cor"
0.864 8 28 "cor"
0.8 9 28 "cor"
0.71 10 28 "cor"
1 1 29 "cor"
1 2 29 "cor"
1 3 29 "cor"
0.994 4 29 "cor"
0.942 5 29 "cor"
0.796 6 29 "cor"
0.642 7 29 "cor"
0.538 8 29 "cor"
0.456 9 29 "cor"
0.348 10 29 "cor"
1 1 30 "cor"
0.998 2 30 "cor"
0.9 3 30 "cor"
0.676 4 30 "cor"
0.44 5 30 "cor"
0.296 6 30 "cor"
0.306 7 30 "cor"
0.206 8 30 "cor"
0.15 9 30 "cor"
0.092 10 30 "cor"
1 1 31 "cor"
1 2 31 "cor"
0.91 3 31 "cor"
0.628 4 31 "cor"
0.41 5 31 "cor"
0.262 6 31 "cor"
0.202 7 31 "cor"
0.214 8 31 "cor"
0.122 9 31 "cor"
0.12 10 31 "cor"
1 1 32 "cor"
0.998 2 32 "cor"
0.922 3 32 "cor"
0.724 4 32 "cor"
0.558 5 32 "cor"
0.424 6 32 "cor"
0.274 7 32 "cor"
0.234 8 32 "cor"
0.138 9 32 "cor"
0.148 10 32 "cor"
1 1 33 "cor"
1 2 33 "cor"
0.998 3 33 "cor"
0.954 4 33 "cor"
0.788 5 33 "cor"
0.574 6 33 "cor"
0.458 7 33 "cor"
0.354 8 33 "cor"
0.266 9 33 "cor"
0.222 10 33 "cor"
1 1 34 "cor"
1 2 34 "cor"
1 3 34 "cor"
1 4 34 "cor"
1 5 34 "cor"
1 6 34 "cor"
1 7 34 "cor"
0.996 8 34 "cor"
0.98 9 34 "cor"
0.964 10 34 "cor"
0.996 1 35 "cor"
0.9 2 35 "cor"
0.576 3 35 "cor"
0.3 4 35 "cor"
0.204 5 35 "cor"
0.126 6 35 "cor"
0.086 7 35 "cor"
0.114 8 35 "cor"
0.096 9 35 "cor"
0.08 10 35 "cor"
0.634 1 36 "cor"
0.082 2 36 "cor"
0.084 3 36 "cor"
0.072 4 36 "cor"
0.062 5 36 "cor"
0.044 6 36 "cor"
0.044 7 36 "cor"
0.05 8 36 "cor"
0.048 9 36 "cor"
0.056 10 36 "cor"
1 1 37 "cor"
1 2 37 "cor"
1 3 37 "cor"
1 4 37 "cor"
1 5 37 "cor"
1 6 37 "cor"
1 7 37 "cor"
1 8 37 "cor"
0.998 9 37 "cor"
0.988 10 37 "cor"
1 1 38 "cor"
1 2 38 "cor"
0.978 3 38 "cor"
0.698 4 38 "cor"
0.508 5 38 "cor"
0.364 6 38 "cor"
0.252 7 38 "cor"
0.23 8 38 "cor"
0.138 9 38 "cor"
0.11 10 38 "cor"
1 1 39 "cor"
1 2 39 "cor"
1 3 39 "cor"
0.98 4 39 "cor"
0.804 5 39 "cor"
0.66 6 39 "cor"
0.544 7 39 "cor"
0.382 8 39 "cor"
0.302 9 39 "cor"
0.238 10 39 "cor"
1 1 40 "cor"
0.868 2 40 "cor"
0.552 3 40 "cor"
0.252 4 40 "cor"
0.132 5 40 "cor"
0.128 6 40 "cor"
0.096 7 40 "cor"
0.1 8 40 "cor"
0.084 9 40 "cor"
0.05 10 40 "cor"
1 1 41 "cor"
1 2 41 "cor"
1 3 41 "cor"
1 4 41 "cor"
0.988 5 41 "cor"
0.906 6 41 "cor"
0.806 7 41 "cor"
0.692 8 41 "cor"
0.574 9 41 "cor"
0.464 10 41 "cor"
1 1 42 "cor"
1 2 42 "cor"
1 3 42 "cor"
1 4 42 "cor"
0.994 5 42 "cor"
0.95 6 42 "cor"
0.878 7 42 "cor"
0.774 8 42 "cor"
0.63 9 42 "cor"
0.514 10 42 "cor"
1 1 43 "cor"
1 2 43 "cor"
1 3 43 "cor"
0.946 4 43 "cor"
0.78 5 43 "cor"
0.588 6 43 "cor"
0.44 7 43 "cor"
0.382 8 43 "cor"
0.318 9 43 "cor"
0.25 10 43 "cor"
1 1 44 "cor"
1 2 44 "cor"
0.998 3 44 "cor"
0.974 4 44 "cor"
0.85 5 44 "cor"
0.62 6 44 "cor"
0.442 7 44 "cor"
0.404 8 44 "cor"
0.336 9 44 "cor"
0.282 10 44 "cor"
1 1 45 "cor"
1 2 45 "cor"
1 3 45 "cor"
0.99 4 45 "cor"
0.924 5 45 "cor"
0.78 6 45 "cor"
0.674 7 45 "cor"
0.54 8 45 "cor"
0.452 9 45 "cor"
0.376 10 45 "cor"
1 1 46 "cor"
1 2 46 "cor"
1 3 46 "cor"
1 4 46 "cor"
1 5 46 "cor"
1 6 46 "cor"
0.966 7 46 "cor"
0.916 8 46 "cor"
0.852 9 46 "cor"
0.772 10 46 "cor"
1 1 47 "cor"
1 2 47 "cor"
1 3 47 "cor"
1 4 47 "cor"
1 5 47 "cor"
1 6 47 "cor"
0.996 7 47 "cor"
0.948 8 47 "cor"
0.818 9 47 "cor"
0.832 10 47 "cor"
1 1 48 "cor"
1 2 48 "cor"
0.846 3 48 "cor"
0.514 4 48 "cor"
0.412 5 48 "cor"
0.224 6 48 "cor"
0.14 7 48 "cor"
0.17 8 48 "cor"
0.114 9 48 "cor"
0.124 10 48 "cor"
1 1 49 "cor"
1 2 49 "cor"
1 3 49 "cor"
1 4 49 "cor"
1 5 49 "cor"
1 6 49 "cor"
1 7 49 "cor"
0.982 8 49 "cor"
0.944 9 49 "cor"
0.888 10 49 "cor"
1 1 50 "cor"
1 2 50 "cor"
0.886 3 50 "cor"
0.526 4 50 "cor"
0.372 5 50 "cor"
0.272 6 50 "cor"
0.236 7 50 "cor"
0.164 8 50 "cor"
0.144 9 50 "cor"
0.116 10 50 "cor"
1 1 51 "cor"
1 2 51 "cor"
1 3 51 "cor"
1 4 51 "cor"
1 5 51 "cor"
1 6 51 "cor"
1 7 51 "cor"
1 8 51 "cor"
0.992 9 51 "cor"
0.97 10 51 "cor"
1 1 52 "cor"
1 2 52 "cor"
1 3 52 "cor"
0.998 4 52 "cor"
0.956 5 52 "cor"
0.816 6 52 "cor"
0.726 7 52 "cor"
0.564 8 52 "cor"
0.5 9 52 "cor"
0.326 10 52 "cor"
1 1 53 "cor"
0.996 2 53 "cor"
0.916 3 53 "cor"
0.708 4 53 "cor"
0.422 5 53 "cor"
0.312 6 53 "cor"
0.256 7 53 "cor"
0.16 8 53 "cor"
0.136 9 53 "cor"
0.16 10 53 "cor"
1 1 54 "cor"
1 2 54 "cor"
0.998 3 54 "cor"
0.906 4 54 "cor"
0.788 5 54 "cor"
0.582 6 54 "cor"
0.426 7 54 "cor"
0.306 8 54 "cor"
0.224 9 54 "cor"
0.23 10 54 "cor"
1 1 55 "cor"
0.984 2 55 "cor"
0.666 3 55 "cor"
0.31 4 55 "cor"
0.232 5 55 "cor"
0.142 6 55 "cor"
0.12 7 55 "cor"
0.088 8 55 "cor"
0.094 9 55 "cor"
0.088 10 55 "cor"
1 1 56 "cor"
1 2 56 "cor"
1 3 56 "cor"
1 4 56 "cor"
0.972 5 56 "cor"
0.87 6 56 "cor"
0.72 7 56 "cor"
0.58 8 56 "cor"
0.514 9 56 "cor"
0.328 10 56 "cor"
1 1 57 "cor"
1 2 57 "cor"
0.994 3 57 "cor"
0.908 4 57 "cor"
0.74 5 57 "cor"
0.548 6 57 "cor"
0.462 7 57 "cor"
0.382 8 57 "cor"
0.272 9 57 "cor"
0.234 10 57 "cor"
1 1 58 "cor"
1 2 58 "cor"
0.998 3 58 "cor"
0.92 4 58 "cor"
0.78 5 58 "cor"
0.616 6 58 "cor"
0.432 7 58 "cor"
0.324 8 58 "cor"
0.282 9 58 "cor"
0.206 10 58 "cor"
1 1 59 "cor"
1 2 59 "cor"
1 3 59 "cor"
1 4 59 "cor"
0.98 5 59 "cor"
0.898 6 59 "cor"
0.738 7 59 "cor"
0.632 8 59 "cor"
0.552 9 59 "cor"
0.452 10 59 "cor"
1 1 60 "cor"
1 2 60 "cor"
1 3 60 "cor"
0.96 4 60 "cor"
0.816 5 60 "cor"
0.662 6 60 "cor"
0.574 7 60 "cor"
0.31 8 60 "cor"
0.244 9 60 "cor"
0.196 10 60 "cor"
1 1 61 "cor"
1 2 61 "cor"
1 3 61 "cor"
1 4 61 "cor"
1 5 61 "cor"
1 6 61 "cor"
0.992 7 61 "cor"
0.992 8 61 "cor"
0.946 9 61 "cor"
0.874 10 61 "cor"
1 1 62 "cor"
0.988 2 62 "cor"
0.61 3 62 "cor"
0.312 4 62 "cor"
0.208 5 62 "cor"
0.156 6 62 "cor"
0.144 7 62 "cor"
0.142 8 62 "cor"
0.104 9 62 "cor"
0.064 10 62 "cor"
1 1 63 "cor"
1 2 63 "cor"
1 3 63 "cor"
1 4 63 "cor"
0.974 5 63 "cor"
0.912 6 63 "cor"
0.76 7 63 "cor"
0.616 8 63 "cor"
0.558 9 63 "cor"
0.428 10 63 "cor"
1 1 64 "cor"
1 2 64 "cor"
1 3 64 "cor"
1 4 64 "cor"
1 5 64 "cor"
0.992 6 64 "cor"
0.952 7 64 "cor"
0.874 8 64 "cor"
0.742 9 64 "cor"
0.638 10 64 "cor"
1 1 65 "cor"
0.996 2 65 "cor"
0.85 3 65 "cor"
0.504 4 65 "cor"
0.364 5 65 "cor"
0.232 6 65 "cor"
0.19 7 65 "cor"
0.12 8 65 "cor"
0.066 9 65 "cor"
0.092 10 65 "cor"
1 1 66 "cor"
1 2 66 "cor"
1 3 66 "cor"
0.94 4 66 "cor"
0.78 5 66 "cor"
0.608 6 66 "cor"
0.398 7 66 "cor"
0.302 8 66 "cor"
0.318 9 66 "cor"
0.22 10 66 "cor"
0.99 1 67 "cor"
0.866 2 67 "cor"
0.45 3 67 "cor"
0.268 4 67 "cor"
0.12 5 67 "cor"
0.142 6 67 "cor"
0.078 7 67 "cor"
0.08 8 67 "cor"
0.09 9 67 "cor"
0.098 10 67 "cor"
1 1 68 "cor"
1 2 68 "cor"
1 3 68 "cor"
1 4 68 "cor"
1 5 68 "cor"
1 6 68 "cor"
1 7 68 "cor"
0.99 8 68 "cor"
0.948 9 68 "cor"
0.902 10 68 "cor"
1 1 69 "cor"
1 2 69 "cor"
0.992 3 69 "cor"
0.928 4 69 "cor"
0.728 5 69 "cor"
0.562 6 69 "cor"
0.448 7 69 "cor"
0.272 8 69 "cor"
0.304 9 69 "cor"
0.252 10 69 "cor"
1 1 70 "cor"
1 2 70 "cor"
1 3 70 "cor"
1 4 70 "cor"
1 5 70 "cor"
1 6 70 "cor"
0.97 7 70 "cor"
0.932 8 70 "cor"
0.842 9 70 "cor"
0.66 10 70 "cor"
1 1 71 "cor"
1 2 71 "cor"
1 3 71 "cor"
0.99 4 71 "cor"
0.908 5 71 "cor"
0.78 6 71 "cor"
0.58 7 71 "cor"
0.448 8 71 "cor"
0.378 9 71 "cor"
0.332 10 71 "cor"
1 1 72 "cor"
1 2 72 "cor"
1 3 72 "cor"
1 4 72 "cor"
0.996 5 72 "cor"
0.94 6 72 "cor"
0.892 7 72 "cor"
0.708 8 72 "cor"
0.568 9 72 "cor"
0.504 10 72 "cor"
1 1 73 "cor"
1 2 73 "cor"
1 3 73 "cor"
1 4 73 "cor"
1 5 73 "cor"
1 6 73 "cor"
0.988 7 73 "cor"
0.938 8 73 "cor"
0.876 9 73 "cor"
0.794 10 73 "cor"
1 1 74 "cor"
1 2 74 "cor"
0.892 3 74 "cor"
0.618 4 74 "cor"
0.42 5 74 "cor"
0.274 6 74 "cor"
0.194 7 74 "cor"
0.178 8 74 "cor"
0.13 9 74 "cor"
0.136 10 74 "cor"
1 1 75 "cor"
1 2 75 "cor"
1 3 75 "cor"
1 4 75 "cor"
1 5 75 "cor"
0.984 6 75 "cor"
0.932 7 75 "cor"
0.838 8 75 "cor"
0.66 9 75 "cor"
0.588 10 75 "cor"
1 1 76 "cor"
1 2 76 "cor"
1 3 76 "cor"
0.998 4 76 "cor"
0.992 5 76 "cor"
0.916 6 76 "cor"
0.806 7 76 "cor"
0.698 8 76 "cor"
0.486 9 76 "cor"
0.446 10 76 "cor"
0.988 1 77 "cor"
0.74 2 77 "cor"
0.314 3 77 "cor"
0.224 4 77 "cor"
0.16 5 77 "cor"
0.098 6 77 "cor"
0.116 7 77 "cor"
0.082 8 77 "cor"
0.074 9 77 "cor"
0.048 10 77 "cor"
1 1 78 "cor"
1 2 78 "cor"
0.998 3 78 "cor"
0.854 4 78 "cor"
0.636 5 78 "cor"
0.492 6 78 "cor"
0.322 7 78 "cor"
0.294 8 78 "cor"
0.226 9 78 "cor"
0.232 10 78 "cor"
1 1 79 "cor"
1 2 79 "cor"
1 3 79 "cor"
1 4 79 "cor"
0.994 5 79 "cor"
0.96 6 79 "cor"
0.898 7 79 "cor"
0.762 8 79 "cor"
0.626 9 79 "cor"
0.562 10 79 "cor"
0.844 1 80 "cor"
0.402 2 80 "cor"
0.15 3 80 "cor"
0.096 4 80 "cor"
0.082 5 80 "cor"
0.076 6 80 "cor"
0.042 7 80 "cor"
0.052 8 80 "cor"
0.09 9 80 "cor"
0.058 10 80 "cor"
1 1 81 "cor"
1 2 81 "cor"
1 3 81 "cor"
0.998 4 81 "cor"
0.962 5 81 "cor"
0.866 6 81 "cor"
0.682 7 81 "cor"
0.666 8 81 "cor"
0.462 9 81 "cor"
0.384 10 81 "cor"
0.35 1 82 "cor"
0.128 2 82 "cor"
0.062 3 82 "cor"
0.074 4 82 "cor"
0.06 5 82 "cor"
0.052 6 82 "cor"
0.05 7 82 "cor"
0.056 8 82 "cor"
0.044 9 82 "cor"
0.048 10 82 "cor"
1 1 83 "cor"
0.894 2 83 "cor"
0.4 3 83 "cor"
0.208 4 83 "cor"
0.15 5 83 "cor"
0.09 6 83 "cor"
0.06 7 83 "cor"
0.074 8 83 "cor"
0.056 9 83 "cor"
0.052 10 83 "cor"
1 1 84 "cor"
0.998 2 84 "cor"
0.944 3 84 "cor"
0.652 4 84 "cor"
0.454 5 84 "cor"
0.328 6 84 "cor"
0.222 7 84 "cor"
0.16 8 84 "cor"
0.186 9 84 "cor"
0.128 10 84 "cor"
0.68 1 85 "cor"
0.362 2 85 "cor"
0.138 3 85 "cor"
0.084 4 85 "cor"
0.11 5 85 "cor"
0.068 6 85 "cor"
0.058 7 85 "cor"
0.068 8 85 "cor"
0.068 9 85 "cor"
0.046 10 85 "cor"
1 1 86 "cor"
1 2 86 "cor"
1 3 86 "cor"
0.998 4 86 "cor"
0.972 5 86 "cor"
0.872 6 86 "cor"
0.686 7 86 "cor"
0.604 8 86 "cor"
0.564 9 86 "cor"
0.424 10 86 "cor"
1 1 87 "cor"
0.994 2 87 "cor"
0.574 3 87 "cor"
0.31 4 87 "cor"
0.224 5 87 "cor"
0.102 6 87 "cor"
0.152 7 87 "cor"
0.1 8 87 "cor"
0.118 9 87 "cor"
0.068 10 87 "cor"
1 1 88 "cor"
0.948 2 88 "cor"
0.662 3 88 "cor"
0.418 4 88 "cor"
0.264 5 88 "cor"
0.152 6 88 "cor"
0.142 7 88 "cor"
0.076 8 88 "cor"
0.1 9 88 "cor"
0.07 10 88 "cor"
1 1 89 "cor"
0.968 2 89 "cor"
0.618 3 89 "cor"
0.356 4 89 "cor"
0.236 5 89 "cor"
0.164 6 89 "cor"
0.122 7 89 "cor"
0.104 8 89 "cor"
0.07 9 89 "cor"
0.106 10 89 "cor"
1 1 90 "cor"
1 2 90 "cor"
0.914 3 90 "cor"
0.69 4 90 "cor"
0.41 5 90 "cor"
0.308 6 90 "cor"
0.252 7 90 "cor"
0.252 8 90 "cor"
0.14 9 90 "cor"
0.118 10 90 "cor"
1 1 91 "cor"
1 2 91 "cor"
1 3 91 "cor"
1 4 91 "cor"
0.998 5 91 "cor"
0.952 6 91 "cor"
0.888 7 91 "cor"
0.802 8 91 "cor"
0.656 9 91 "cor"
0.55 10 91 "cor"
0.074 1 92 "cor"
0.072 2 92 "cor"
0.05 3 92 "cor"
0.034 4 92 "cor"
0.044 5 92 "cor"
0.054 6 92 "cor"
0.094 7 92 "cor"
0.04 8 92 "cor"
0.05 9 92 "cor"
0.032 10 92 "cor"
1 1 93 "cor"
1 2 93 "cor"
0.824 3 93 "cor"
0.518 4 93 "cor"
0.302 5 93 "cor"
0.208 6 93 "cor"
0.178 7 93 "cor"
0.13 8 93 "cor"
0.102 9 93 "cor"
0.078 10 93 "cor"
1 1 94 "cor"
0.992 2 94 "cor"
0.746 3 94 "cor"
0.448 4 94 "cor"
0.272 5 94 "cor"
0.228 6 94 "cor"
0.16 7 94 "cor"
0.166 8 94 "cor"
0.096 9 94 "cor"
0.104 10 94 "cor"
1 1 95 "cor"
1 2 95 "cor"
1 3 95 "cor"
1 4 95 "cor"
0.99 5 95 "cor"
0.898 6 95 "cor"
0.816 7 95 "cor"
0.608 8 95 "cor"
0.548 9 95 "cor"
0.448 10 95 "cor"
1 1 96 "cor"
0.99 2 96 "cor"
0.632 3 96 "cor"
0.384 4 96 "cor"
0.242 5 96 "cor"
0.174 6 96 "cor"
0.134 7 96 "cor"
0.1 8 96 "cor"
0.092 9 96 "cor"
0.114 10 96 "cor"
0.204 1 97 "cor"
0.148 2 97 "cor"
0.096 3 97 "cor"
0.068 4 97 "cor"
0.094 5 97 "cor"
0.07 6 97 "cor"
0.058 7 97 "cor"
0.038 8 97 "cor"
0.074 9 97 "cor"
0.048 10 97 "cor"
0.89 1 98 "cor"
0.442 2 98 "cor"
0.17 3 98 "cor"
0.084 4 98 "cor"
0.072 5 98 "cor"
0.058 6 98 "cor"
0.048 7 98 "cor"
0.062 8 98 "cor"
0.05 9 98 "cor"
0.058 10 98 "cor"
1 1 99 "cor"
1 2 99 "cor"
1 3 99 "cor"
0.992 4 99 "cor"
0.948 5 99 "cor"
0.812 6 99 "cor"
0.66 7 99 "cor"
0.598 8 99 "cor"
0.446 9 99 "cor"
0.36 10 99 "cor"
1 1 100 "cor"
1 2 100 "cor"
1 3 100 "cor"
0.9 4 100 "cor"
0.706 5 100 "cor"
0.546 6 100 "cor"
0.348 7 100 "cor"
0.28 8 100 "cor"
0.256 9 100 "cor"
0.25 10 100 "cor"
1 1 1 "dcor"
0.516 2 1 "dcor"
0.15 3 1 "dcor"
0.05 4 1 "dcor"
0.052 5 1 "dcor"
0.042 6 1 "dcor"
0.052 7 1 "dcor"
0.058 8 1 "dcor"
0.062 9 1 "dcor"
0.044 10 1 "dcor"
1 1 2 "dcor"
0.834 2 2 "dcor"
0.246 3 2 "dcor"
0.146 4 2 "dcor"
0.09 5 2 "dcor"
0.068 6 2 "dcor"
0.082 7 2 "dcor"
0.044 8 2 "dcor"
0.052 9 2 "dcor"
0.056 10 2 "dcor"
1 1 3 "dcor"
1 2 3 "dcor"
1 3 3 "dcor"
1 4 3 "dcor"
1 5 3 "dcor"
1 6 3 "dcor"
0.988 7 3 "dcor"
0.974 8 3 "dcor"
0.918 9 3 "dcor"
0.82 10 3 "dcor"
1 1 4 "dcor"
1 2 4 "dcor"
1 3 4 "dcor"
0.942 4 4 "dcor"
0.768 5 4 "dcor"
0.522 6 4 "dcor"
0.458 7 4 "dcor"
0.24 8 4 "dcor"
0.244 9 4 "dcor"
0.194 10 4 "dcor"
1 1 5 "dcor"
1 2 5 "dcor"
1 3 5 "dcor"
1 4 5 "dcor"
1 5 5 "dcor"
1 6 5 "dcor"
0.968 7 5 "dcor"
0.898 8 5 "dcor"
0.822 9 5 "dcor"
0.75 10 5 "dcor"
1 1 6 "dcor"
1 2 6 "dcor"
1 3 6 "dcor"
1 4 6 "dcor"
0.986 5 6 "dcor"
0.918 6 6 "dcor"
0.77 7 6 "dcor"
0.674 8 6 "dcor"
0.568 9 6 "dcor"
0.428 10 6 "dcor"
1 1 7 "dcor"
1 2 7 "dcor"
1 3 7 "dcor"
1 4 7 "dcor"
0.996 5 7 "dcor"
0.96 6 7 "dcor"
0.842 7 7 "dcor"
0.724 8 7 "dcor"
0.622 9 7 "dcor"
0.544 10 7 "dcor"
1 1 8 "dcor"
1 2 8 "dcor"
0.998 3 8 "dcor"
0.94 4 8 "dcor"
0.808 5 8 "dcor"
0.594 6 8 "dcor"
0.426 7 8 "dcor"
0.356 8 8 "dcor"
0.224 9 8 "dcor"
0.214 10 8 "dcor"
1 1 9 "dcor"
1 2 9 "dcor"
1 3 9 "dcor"
1 4 9 "dcor"
1 5 9 "dcor"
1 6 9 "dcor"
0.986 7 9 "dcor"
0.97 8 9 "dcor"
0.898 9 9 "dcor"
0.792 10 9 "dcor"
1 1 10 "dcor"
1 2 10 "dcor"
1 3 10 "dcor"
0.992 4 10 "dcor"
0.856 5 10 "dcor"
0.766 6 10 "dcor"
0.52 7 10 "dcor"
0.468 8 10 "dcor"
0.318 9 10 "dcor"
0.302 10 10 "dcor"
1 1 11 "dcor"
1 2 11 "dcor"
0.82 3 11 "dcor"
0.508 4 11 "dcor"
0.302 5 11 "dcor"
0.212 6 11 "dcor"
0.182 7 11 "dcor"
0.128 8 11 "dcor"
0.148 9 11 "dcor"
0.104 10 11 "dcor"
1 1 12 "dcor"
1 2 12 "dcor"
1 3 12 "dcor"
0.96 4 12 "dcor"
0.79 5 12 "dcor"
0.57 6 12 "dcor"
0.396 7 12 "dcor"
0.356 8 12 "dcor"
0.21 9 12 "dcor"
0.176 10 12 "dcor"
1 1 13 "dcor"
1 2 13 "dcor"
1 3 13 "dcor"
1 4 13 "dcor"
1 5 13 "dcor"
0.998 6 13 "dcor"
0.986 7 13 "dcor"
0.976 8 13 "dcor"
0.84 9 13 "dcor"
0.746 10 13 "dcor"
1 1 14 "dcor"
1 2 14 "dcor"
1 3 14 "dcor"
0.966 4 14 "dcor"
0.732 5 14 "dcor"
0.496 6 14 "dcor"
0.42 7 14 "dcor"
0.368 8 14 "dcor"
0.29 9 14 "dcor"
0.236 10 14 "dcor"
1 1 15 "dcor"
1 2 15 "dcor"
0.992 3 15 "dcor"
0.786 4 15 "dcor"
0.602 5 15 "dcor"
0.452 6 15 "dcor"
0.34 7 15 "dcor"
0.24 8 15 "dcor"
0.25 9 15 "dcor"
0.166 10 15 "dcor"
1 1 16 "dcor"
1 2 16 "dcor"
0.966 3 16 "dcor"
0.68 4 16 "dcor"
0.466 5 16 "dcor"
0.298 6 16 "dcor"
0.24 7 16 "dcor"
0.178 8 16 "dcor"
0.144 9 16 "dcor"
0.102 10 16 "dcor"
1 1 17 "dcor"
1 2 17 "dcor"
1 3 17 "dcor"
1 4 17 "dcor"
1 5 17 "dcor"
1 6 17 "dcor"
0.998 7 17 "dcor"
0.984 8 17 "dcor"
0.94 9 17 "dcor"
0.86 10 17 "dcor"
1 1 18 "dcor"
1 2 18 "dcor"
1 3 18 "dcor"
1 4 18 "dcor"
1 5 18 "dcor"
0.958 6 18 "dcor"
0.89 7 18 "dcor"
0.73 8 18 "dcor"
0.514 9 18 "dcor"
0.52 10 18 "dcor"
1 1 19 "dcor"
1 2 19 "dcor"
1 3 19 "dcor"
0.996 4 19 "dcor"
0.89 5 19 "dcor"
0.728 6 19 "dcor"
0.44 7 19 "dcor"
0.37 8 19 "dcor"
0.296 9 19 "dcor"
0.184 10 19 "dcor"
1 1 20 "dcor"
1 2 20 "dcor"
1 3 20 "dcor"
0.928 4 20 "dcor"
0.72 5 20 "dcor"
0.494 6 20 "dcor"
0.404 7 20 "dcor"
0.3 8 20 "dcor"
0.252 9 20 "dcor"
0.178 10 20 "dcor"
1 1 21 "dcor"
1 2 21 "dcor"
1 3 21 "dcor"
1 4 21 "dcor"
0.996 5 21 "dcor"
0.974 6 21 "dcor"
0.874 7 21 "dcor"
0.798 8 21 "dcor"
0.654 9 21 "dcor"
0.542 10 21 "dcor"
1 1 22 "dcor"
1 2 22 "dcor"
1 3 22 "dcor"
1 4 22 "dcor"
0.96 5 22 "dcor"
0.866 6 22 "dcor"
0.682 7 22 "dcor"
0.584 8 22 "dcor"
0.392 9 22 "dcor"
0.422 10 22 "dcor"
1 1 23 "dcor"
1 2 23 "dcor"
0.996 3 23 "dcor"
0.924 4 23 "dcor"
0.626 5 23 "dcor"
0.536 6 23 "dcor"
0.37 7 23 "dcor"
0.29 8 23 "dcor"
0.222 9 23 "dcor"
0.22 10 23 "dcor"
